"module_name";"columnname";"fieldlabel";"blocklabel";"fieldtype";"tabid";"fieldid";"columnname";"tablename";"generatedtype";"uitype";"fieldname";"fieldlabel";"readonly";"presence";"defaultvalue";"maximumlength";"sequence";"block";"displaytype";"typeofdata";"quickcreate";"quickcreatesequence";"info_type";"masseditable";"helpinfo";"summaryfield";"fieldparams";"header_field";"maxlengthtext";"maxwidthcolumn";"visible";"tabindex";"color"
"Accounts";"addresslevel5b";"AddressLevel5";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"6";"1098";"addresslevel5b";"vtiger_accountaddress";"1";"1";"addresslevel5b";"AddressLevel5";"0";"2";"";"255";"3";"10";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"addresslevel5c";"AddressLevel5";"LBL_ADDRESS_DELIVERY_INFORMATION";"(1)";"6";"1164";"addresslevel5c";"vtiger_accountaddress";"1";"1";"addresslevel5c";"AddressLevel5";"0";"2";"";"255";"3";"181";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"addresslevel6a";"AddressLevel6";"LBL_ADDRESS_INFORMATION";"(1)";"6";"1099";"addresslevel6a";"vtiger_accountaddress";"1";"1";"addresslevel6a";"AddressLevel6";"0";"2";"";"255";"6";"11";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"addresslevel6b";"AddressLevel6";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"6";"1100";"addresslevel6b";"vtiger_accountaddress";"1";"1";"addresslevel6b";"AddressLevel6";"0";"2";"";"255";"6";"10";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"addresslevel6c";"AddressLevel6";"LBL_ADDRESS_DELIVERY_INFORMATION";"(1)";"6";"1165";"addresslevel6c";"vtiger_accountaddress";"1";"1";"addresslevel6c";"AddressLevel6";"0";"2";"";"255";"6";"181";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"addresslevel7a";"AddressLevel7";"LBL_ADDRESS_INFORMATION";"(1)";"6";"1101";"addresslevel7a";"vtiger_accountaddress";"1";"1";"addresslevel7a";"AddressLevel7";"0";"2";"";"255";"5";"11";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"addresslevel7b";"AddressLevel7";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"6";"1102";"addresslevel7b";"vtiger_accountaddress";"1";"1";"addresslevel7b";"AddressLevel7";"0";"2";"";"255";"5";"10";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"addresslevel7c";"AddressLevel7";"LBL_ADDRESS_DELIVERY_INFORMATION";"(1)";"6";"1166";"addresslevel7c";"vtiger_accountaddress";"1";"1";"addresslevel7c";"AddressLevel7";"0";"2";"";"255";"5";"181";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"addresslevel8a";"AddressLevel8";"LBL_ADDRESS_INFORMATION";"(1)";"6";"1103";"addresslevel8a";"vtiger_accountaddress";"1";"1";"addresslevel8a";"AddressLevel8";"0";"2";"";"255";"1";"11";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"addresslevel8b";"AddressLevel8";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"6";"1104";"addresslevel8b";"vtiger_accountaddress";"1";"1";"addresslevel8b";"AddressLevel8";"0";"2";"";"255";"1";"10";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"addresslevel8c";"AddressLevel8";"LBL_ADDRESS_DELIVERY_INFORMATION";"(1)";"6";"1167";"addresslevel8c";"vtiger_accountaddress";"1";"1";"addresslevel8c";"AddressLevel8";"0";"2";"";"255";"1";"181";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"annualrevenue";"Annual Revenue";"LBL_REGISTRATION_INFO";"currency(71)";"6";"17";"annualrevenue";"vtiger_account";"1";"71";"annual_revenue";"Annual Revenue";"0";"2";"";"1.0E+20";"5";"194";"1";"N~O";"1";"null";"ADV";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"attention";"Attention";"LBL_DESCRIPTION_INFORMATION";"text(300)";"6";"1331";"attention";"vtiger_crmentity";"1";"300";"attention";"Attention";"0";"2";"";"65535";"2";"12";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"balance";"Balance";"LBL_FINANSIAL_SUMMARY";"currency(71)";"6";"1369";"balance";"vtiger_account";"1";"71";"balance";"Balance";"0";"2";"";"1.0E+20";"2";"198";"1";"N~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"buildingnumbera";"Building number";"LBL_ADDRESS_INFORMATION";"(1)";"6";"1285";"buildingnumbera";"vtiger_accountaddress";"1";"1";"buildingnumbera";"Building number";"0";"2";"";"255";"4";"11";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"buildingnumberb";"Building number";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"6";"1287";"buildingnumberb";"vtiger_accountaddress";"1";"1";"buildingnumberb";"Building number";"0";"2";"";"255";"4";"10";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"buildingnumberc";"Building number";"LBL_ADDRESS_DELIVERY_INFORMATION";"(1)";"6";"1289";"buildingnumberc";"vtiger_accountaddress";"1";"1";"buildingnumberc";"Building number";"0";"2";"";"255";"4";"181";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"check_stock_levels";"FL_CHECK_STOCK_LEVELS";"LBL_FOR_THE_PORTAL";"boolean(56)";"6";"2793";"check_stock_levels";"vtiger_account";"1";"56";"check_stock_levels";"FL_CHECK_STOCK_LEVELS";"0";"2";"";"-128,127";"0";"439";"1";"C~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"createdtime";"Created Time";"LBL_ADVANCED_BLOCK";"(70)";"6";"21";"createdtime";"vtiger_crmentity";"1";"70";"createdtime";"Created Time";"0";"0";"";"null";"7";"196";"2";"DT~O";"3";"null";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"creditlimit";"LBL_CREDIT_LIMIT";"LBL_FINANSIAL_SUMMARY";"inventoryLimit(304)";"6";"1758";"creditlimit";"vtiger_account";"1";"304";"creditlimit";"LBL_CREDIT_LIMIT";"0";"2";"";"-2147483648,2147483647";"9";"198";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"crmactivity";"LBL_CRMACTIVITY";"LBL_ADVANCED_BLOCK";"(1)";"6";"2015";"crmactivity";"vtiger_entity_stats";"1";"1";"crmactivity";"LBL_CRMACTIVITY";"0";"2";"";"-2147483648,2147483647";"12";"196";"2";"I~O";"1";"null";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"description";"Description";"LBL_DESCRIPTION_INFORMATION";"text(300)";"6";"36";"description";"vtiger_crmentity";"1";"300";"description";"Description";"0";"2";"";"65535";"1";"12";"1";"V~O";"1";"null";"BAS";"1";"";"1";"";"";"0";"0";"0";"0";""
"Accounts";"discount";"LBL_DISCOUNT";"LBL_FINANSIAL_SUMMARY";"(9)";"6";"1757";"discount";"vtiger_account";"1";"9";"discount";"LBL_DISCOUNT";"0";"2";"";"999";"8";"198";"1";"N~O~2~2";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"email1";"Email";"LBL_CONTACT_INFO";"email(13)";"6";"9";"email1";"vtiger_account";"1";"13";"email1";"Email";"0";"2";"";"100";"1";"195";"1";"E~O";"1";"null";"BAS";"1";"";"1";"";"null";"0";"0";"0";"0";""
"Accounts";"email2";"Other Email";"LBL_CONTACT_INFO";"email(13)";"6";"11";"email2";"vtiger_account";"1";"13";"email2";"Other Email";"0";"2";"";"100";"3";"195";"1";"E~O";"1";"null";"ADV";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"emailoptout";"Approval for email";"LBL_CONTACT_INFO";"boolean(56)";"6";"18";"emailoptout";"vtiger_account";"1";"56";"emailoptout";"Approval for email";"0";"2";"";"-32768,32767";"7";"195";"1";"C~O";"1";"null";"ADV";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"employees";"Employees";"LBL_ADVANCED_BLOCK";"(7)";"6";"10";"employees";"vtiger_account";"1";"7";"employees";"Employees";"0";"2";"";"-2147483648,2147483647";"4";"196";"1";"I~O";"1";"null";"ADV";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"fax";"Fax";"LBL_CONTACT_INFO";"phone(11)";"6";"5";"fax";"vtiger_account";"1";"11";"fax";"Fax";"0";"2";"";"30";"6";"195";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"fax_extra";"FL_PHONE_CUSTOM_INFORMATION";"LBL_CONTACT_INFO";"(1)";"6";"2610";"fax_extra";"vtiger_account";"1";"1";"fax_extra";"FL_PHONE_CUSTOM_INFORMATION";"0";"2";"";"100";"10";"195";"3";"V~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"industry";"industry";"LBL_ACCOUNT_INFORMATION";"picklist(15)";"6";"14";"industry";"vtiger_account";"1";"15";"industry";"industry";"0";"2";"";"200";"2";"9";"1";"V~O";"1";"null";"ADV";"1";"";"1";"";"";"0";"0";"0";"0";""
"Accounts";"inventorybalance";"LBL_INVENTORY_BALANCE";"LBL_FINANSIAL_SUMMARY";"(7)";"6";"1756";"inventorybalance";"vtiger_account";"1";"7";"inventorybalance";"LBL_INVENTORY_BALANCE";"0";"2";"";"99999999999999999";"7";"198";"10";"N~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"isconvertedfromlead";"Is Converted From Lead";"LBL_ADVANCED_BLOCK";"boolean(56)";"6";"700";"isconvertedfromlead";"vtiger_account";"1";"56";"isconvertedfromlead";"Is Converted From Lead";"0";"2";"no";"-32768,32767";"1";"196";"2";"C~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"last_invoice_date";"FL_LAST_INVOICE_DATE";"LBL_FINANSIAL_SUMMARY";"(5)";"6";"2346";"last_invoice_date";"vtiger_account";"1";"5";"last_invoice_date";"FL_LAST_INVOICE_DATE";"0";"2";"";"null";"10";"198";"10";"D~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"legal_form";"LBL_LEGAL_FORM";"LBL_ACCOUNT_INFORMATION";"picklist(16)";"6";"1738";"legal_form";"vtiger_account";"1";"16";"legal_form";"LBL_LEGAL_FORM";"0";"2";"";"255";"1";"9";"1";"V~M";"1";"3";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"localnumbera";"Local number";"LBL_ADDRESS_INFORMATION";"(1)";"6";"1286";"localnumbera";"vtiger_accountaddress";"1";"1";"localnumbera";"Local number";"0";"2";"";"50";"2";"11";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"localnumberb";"Local number";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"6";"1288";"localnumberb";"vtiger_accountaddress";"1";"1";"localnumberb";"Local number";"0";"2";"";"50";"2";"10";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"localnumberc";"Local number";"LBL_ADDRESS_DELIVERY_INFORMATION";"(1)";"6";"1290";"localnumberc";"vtiger_accountaddress";"1";"1";"localnumberc";"Local number";"0";"2";"";"50";"2";"181";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"modifiedby";"Last Modified By";"LBL_ACCOUNT_INFORMATION";"userCreator(52)";"6";"23";"modifiedby";"vtiger_crmentity";"1";"52";"modifiedby";"Last Modified By";"0";"0";"";"65535";"11";"9";"2";"V~O";"3";"null";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"modifiedtime";"Modified Time";"LBL_ADVANCED_BLOCK";"(70)";"6";"22";"modifiedtime";"vtiger_crmentity";"1";"70";"modifiedtime";"Modified Time";"0";"0";"";"null";"8";"196";"2";"DT~O";"3";"null";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"no_approval";"Approval for phone calls";"LBL_CONTACT_INFO";"boolean(56)";"6";"1330";"no_approval";"vtiger_account";"1";"56";"no_approval";"Approval for phone calls";"0";"2";"";"-32768,32767";"8";"195";"1";"C~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"otherphone";"Other Phone";"LBL_CONTACT_INFO";"phone(11)";"6";"7";"otherphone";"vtiger_account";"1";"11";"otherphone";"Other Phone";"0";"2";"";"30";"4";"195";"1";"V~O";"1";"null";"ADV";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"otherphone_extra";"FL_PHONE_CUSTOM_INFORMATION";"LBL_CONTACT_INFO";"(1)";"6";"2611";"otherphone_extra";"vtiger_account";"1";"1";"otherphone_extra";"FL_PHONE_CUSTOM_INFORMATION";"0";"2";"";"100";"11";"195";"3";"V~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"parentid";"Member Of";"LBL_ACCOUNT_INFORMATION";"reference(51)";"6";"8";"parentid";"vtiger_account";"1";"51";"account_id";"Member Of";"0";"2";"";"-2147483648,2147483647";"5";"9";"1";"I~O";"1";"null";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"payment_balance";"Payment balance";"LBL_FINANSIAL_SUMMARY";"(7)";"6";"1630";"payment_balance";"vtiger_account";"1";"7";"payment_balance";"Payment balance";"0";"2";"";"99999999999999999";"6";"198";"2";"NN~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"phone";"Phone";"LBL_CONTACT_INFO";"phone(11)";"6";"3";"phone";"vtiger_account";"1";"11";"phone";"Phone";"0";"2";"";"30";"2";"195";"1";"V~O";"2";"5";"BAS";"1";"";"1";"";"null";"0";"0";"0";"0";""
"Accounts";"phone_extra";"FL_PHONE_CUSTOM_INFORMATION";"LBL_CONTACT_INFO";"(1)";"6";"2609";"phone_extra";"vtiger_account";"1";"1";"phone_extra";"FL_PHONE_CUSTOM_INFORMATION";"0";"2";"";"100";"9";"195";"3";"V~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"poboxa";"Po Box";"LBL_ADDRESS_INFORMATION";"(1)";"6";"1488";"poboxa";"vtiger_accountaddress";"1";"1";"poboxa";"Po Box";"0";"2";"";"50";"11";"11";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"poboxb";"Po Box";"LBL_ADDRESS_MAILING_INFORMATION";"(1)";"6";"1495";"poboxb";"vtiger_accountaddress";"1";"1";"poboxb";"Po Box";"0";"2";"";"50";"11";"10";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"poboxc";"Po Box";"LBL_ADDRESS_DELIVERY_INFORMATION";"(1)";"6";"1502";"poboxc";"vtiger_accountaddress";"1";"1";"poboxc";"Po Box";"0";"2";"";"50";"11";"181";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"pricebook_id";"FL_PRICEBOOK";"LBL_FOR_THE_PORTAL";"reference(10)";"6";"2788";"pricebook_id";"vtiger_account";"1";"10";"pricebook_id";"FL_PRICEBOOK";"0";"2";"";"-2147483648,2147483647";"1";"439";"1";"V~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"private";"FL_IS_PRIVATE";"LBL_ACCOUNT_INFORMATION";"boolean(56)";"6";"2405";"private";"vtiger_crmentity";"1";"56";"private";"FL_IS_PRIVATE";"0";"2";"";"-128,127";"10";"9";"1";"C~O";"1";"0";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"products";"Products";"LBL_ADVANCED_BLOCK";"multiReferenceValue(305)";"6";"1945";"products";"vtiger_account";"1";"305";"products";"Products";"0";"2";"";"65535";"10";"196";"5";"V~O";"1";"null";"BAS";"1";"";"0";"{"module":"Products","field":"173","filterField":"-","filterValue":null}";"null";"0";"0";"0";"0";""
"Accounts";"registration_number_1";"Registration number 1";"LBL_REGISTRATION_INFO";"(1)";"6";"971";"registration_number_1";"vtiger_account";"1";"1";"registration_number_1";"Registration number 1";"0";"2";"";"30";"6";"194";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"registration_number_2";"Registration number 2";"LBL_REGISTRATION_INFO";"(1)";"6";"972";"registration_number_2";"vtiger_account";"1";"1";"registration_number_2";"Registration number 2";"0";"2";"";"30";"4";"194";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"services";"Services";"LBL_ADVANCED_BLOCK";"multiReferenceValue(305)";"6";"1946";"services";"vtiger_account";"1";"305";"services";"Services";"0";"2";"";"65535";"11";"196";"5";"V~O";"1";"null";"BAS";"1";"";"0";"{"module":"Services","field":"560","filterField":"-","filterValue":null}";"null";"0";"0";"0";"0";""
"Accounts";"shownerid";"Share with users";"LBL_ACCOUNT_INFORMATION";"sharedOwner(120)";"6";"1375";"shownerid";"vtiger_crmentity";"1";"120";"shownerid";"Share with users";"0";"2";"";"65535";"8";"9";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"siccode";"SIC Code";"LBL_REGISTRATION_INFO";"(1)";"6";"15";"siccode";"vtiger_account";"1";"1";"siccode";"SIC Code";"0";"2";"";"255";"7";"194";"1";"V~O";"1";"null";"ADV";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"smcreatorid";"Created By";"LBL_ADVANCED_BLOCK";"userCreator(52)";"6";"726";"smcreatorid";"vtiger_crmentity";"1";"52";"created_user_id";"Created By";"0";"2";"";"65535";"3";"196";"2";"V~O";"3";"0";"BAS";"0";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"smownerid";"Assigned To";"LBL_ACCOUNT_INFORMATION";"owner(53)";"6";"20";"smownerid";"vtiger_crmentity";"1";"53";"assigned_user_id";"Assigned To";"0";"0";"";"65535";"6";"9";"1";"V~M";"0";"2";"BAS";"1";"";"1";"";"null";"0";"0";"0";"0";""
"Accounts";"sum_open_orders";"FL_SUM_ORDERS";"LBL_FOR_THE_PORTAL";"currency(71)";"6";"2800";"sum_open_orders";"vtiger_account";"1";"71";"sum_open_orders";"FL_SUM_ORDERS";"0";"2";"";"1.0E+20";"2";"439";"2";"N~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"sum_time";"FL_TOTAL_TIME_H";"LBL_FINANSIAL_SUMMARY";"(8)";"6";"1747";"sum_time";"vtiger_account";"1";"8";"sum_time";"FL_TOTAL_TIME_H";"0";"2";"";"99999999";"5";"198";"10";"NN~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"taxes";"FL_TAXES";"LBL_FINANSIAL_SUMMARY";"taxes(303)";"6";"2822";"taxes";"vtiger_account";"1";"303";"taxes";"FL_TAXES";"0";"2";"";"65535";"11";"198";"1";"V~O";"1";"0";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"vat_id";"Vat ID";"LBL_REGISTRATION_INFO";"(1)";"6";"970";"vat_id";"vtiger_account";"1";"1";"vat_id";"Vat ID";"0";"2";"";"50";"2";"194";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"verification";"Verification data";"LBL_ADVANCED_BLOCK";"multipicklist(33)";"6";"1277";"verification";"vtiger_account";"1";"33";"verification";"Verification data";"0";"2";"";"65535";"2";"196";"1";"V~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"was_read";"Was read";"LBL_ACCOUNT_INFORMATION";"boolean(56)";"6";"1525";"was_read";"vtiger_crmentity";"1";"56";"was_read";"Was read";"0";"2";"";"-128,127";"9";"9";"2";"C~O";"1";"null";"BAS";"1";"";"0";"";"null";"0";"0";"0";"0";""
"Accounts";"website";"Website";"LBL_CONTACT_INFO";"url(17)";"6";"4";"website";"vtiger_account";"1";"17";"website";"Website";"0";"2";"";"255";"5";"195";"1";"V~O";"2";"4";"BAS";"1";"";"1";"";"null";"0";"0";"0";"0";""
"ActivityRegister";"activityregister_status";"FL_STATUS";"LBL_BASIC_INFORMATION";"picklist(16)";"122";"2703";"activityregister_status";"u_yf_activityregister";"1";"16";"activityregister_status";"FL_STATUS";"0";"2";"";"255";"0";"415";"1";"V~O";"1";"0";"BAS";"1";"";"1";"";"0";"0";"0";"0";"0";""
